서울특별시 서울특별시 종로구 (1111000000),"66,277","66,277",191,234,258,237,276,267,323,367,421,376,373,504,422,475,429,465,547,497,454,573,597,643,798,"1,009","1,033","1,053","1,186","1,259","1,274","1,246","1,260","1,164","1,157","1,018",887,849,815,772,817,811,949,921,969,938,924,842,810,898,896,991,"1,078","1,146","1,339","1,204","1,208","1,186","1,128","1,050","1,088","1,128","1,069","1,177","1,172","1,106","1,054",974,986,877,932,795,668,731,486,482,515,505,555,436,370,398,365,457,363,310,287,245,181,186,136,114,88,67,47,30,23,18,11,11,5,6,9,"71,283","71,283",183,220,214,232,283,265,323,352,411,424,408,465,457,515,452,483,532,492,456,674,721,857,939,"1,170","1,271","1,252","1,301","1,240","1,317","1,220","1,164","1,198","1,088",980,898,842,894,807,861,824,908,"1,008","1,026","1,027",992,861,975,915,967,"1,099","1,148","1,186","1,222","1,305","1,247","1,233","1,220","1,038","1,115","1,088","1,046","1,080","1,109","1,238","1,040",991,970,931,930,850,675,760,553,593,665,636,679,576,510,563,529,591,540,404,448,378,325,273,253,208,138,127,93,77,61,60,36,30,12,10,30
서울특별시 서울특별시 마포구 (1144000000),"168,341","168,341",796,846,944,906,962,"1,070","1,089","1,298","1,315","1,255","1,155","1,367","1,268","1,334","1,239","1,368","1,429","1,301","1,238","1,450","1,649","1,562","1,941","2,401","2,504","2,698","2,947","3,163","3,335","3,390","3,560","3,498","3,461","3,047","2,851","2,811","2,640","2,714","2,719","2,656","2,881","3,002","3,024","2,723","2,773","2,431","2,486","2,502","2,586","2,800","2,919","2,987","3,089","2,919","2,944","2,716","2,383","2,293","2,367","2,243","2,141","2,228","2,254","2,337","2,112","1,863","1,834","1,673","1,713","1,500","1,196","1,412",913,981,"1,027","1,001","1,024",805,724,796,739,919,702,587,532,414,388,295,260,176,158,122,85,63,39,37,20,13,6,1,6,"192,123","192,123",754,823,910,827,906,982,"1,058","1,247","1,307","1,221","1,126","1,348","1,241","1,279","1,218","1,313","1,452","1,291","1,262","1,632","1,858","2,102","2,544","3,163","3,356","3,615","4,002","4,006","4,153","4,061","3,904","4,044","3,784","3,367","3,120","3,198","3,103","3,095","2,929","2,890","3,072","3,109","3,094","2,924","3,006","2,535","2,804","2,857","2,723","2,971","3,171","3,191","3,222","3,143","2,962","2,893","2,703","2,265","2,490","2,492","2,206","2,348","2,381","2,594","2,330","2,169","2,234","2,033","2,030","1,790","1,560","1,673","1,223","1,366","1,465","1,431","1,478","1,232","1,134","1,125","1,049","1,271","1,015",913,843,710,660,557,506,385,308,257,185,146,129,102,63,35,22,11,36
서울특별시 서울특별시 양천구 (1147000000),"211,182","211,182",722,820,957,987,"1,164","1,256","1,490","1,670","1,900","1,995","2,150","2,405","2,515","2,609","2,413","2,662","2,807","2,414","2,350","2,432","2,329","2,272","2,340","2,651","2,545","2,587","2,825","2,812","2,949","2,923","2,956","2,859","2,889","2,686","2,468","2,325","2,322","2,408","2,588","2,621","2,967","3,222","3,513","3,489","3,604","3,246","3,338","3,554","3,482","3,991","3,800","3,988","4,168","3,967","3,859","3,620","3,425","3,280","3,148","3,248","2,954","3,400","3,249","3,363","3,151","2,892","2,782","2,631","2,634","2,505","2,029","2,187","1,548","1,684","1,625","1,562","1,500","1,222",890,938,841,952,746,561,519,417,353,258,201,162,126,86,58,49,39,33,23,10,3,6,11,"221,792","221,792",706,807,854,915,996,"1,161","1,437","1,590","1,889","1,907","2,017","2,331","2,207","2,439","2,244","2,445","2,503","2,217","2,178","2,188","2,235","2,071","2,266","2,546","2,689","2,662","2,796","2,884","2,905","2,927","2,814","2,869","2,812","2,491","2,480","2,449","2,416","2,524","2,762","2,819","3,246","3,622","3,798","3,899","4,040","3,580","3,893","3,684","3,759","4,041","4,051","4,051","4,074","4,108","3,866","3,815","3,508","3,299","3,415","3,372","3,137","3,438","3,527","3,712","3,482","3,314","3,209","2,939","3,196","2,642","2,267","2,437","1,687","1,782","1,828","1,748","1,716","1,404","1,130","1,190","1,082","1,241","1,008",845,837,706,693,561,480,414,369,306,243,178,155,101,77,37,40,21,44
서울특별시 서울특별시 강서구 (1150000000),"267,982","267,982","1,258","1,273","1,312","1,382","1,493","1,574","1,609","1,897","2,017","1,896","2,036","2,265","2,149","2,105","1,994","2,092","2,354","2,137","2,004","2,255","2,340","2,386","2,595","3,107","3,144","3,452","3,910","4,430","4,917","5,276","5,374","5,572","5,500","5,059","4,764","4,666","4,251","4,288","4,273","4,136","4,579","4,710","4,779","4,603","4,475","3,795","3,980","3,900","3,914","4,238","4,318","4,430","4,325","4,329","4,145","4,088","3,578","3,537","3,580","3,675","3,470","3,922","4,000","4,164","4,091","3,713","3,683","3,301","3,428","2,967","2,670","2,801","1,980","2,163","2,095","2,075","2,034","1,691","1,349","1,324","1,112","1,284","1,000",833,678,571,483,327,344,255,184,134,89,76,66,37,27,14,6,6,15,"291,423","291,423","1,135","1,324","1,301","1,326","1,419","1,438","1,602","1,749","1,942","1,960","1,827","2,168","2,094","1,949","1,799","2,051","2,183","1,983","1,968","2,231","2,443","2,483","2,929","3,763","4,083","4,596","5,343","5,520","5,916","6,000","5,966","5,933","5,745","4,962","4,626","4,552","4,238","4,123","4,059","3,906","4,304","4,545","4,619","4,527","4,528","3,875","4,038","3,883","4,005","4,379","4,416","4,307","4,515","4,435","4,288","4,334","4,043","3,760","4,189","4,164","3,922","4,284","4,710","5,033","4,642","4,320","4,339","4,012","4,171","3,663","3,094","3,338","2,246","2,512","2,495","2,308","2,411","1,899","1,552","1,577","1,458","1,700","1,408","1,260","1,192","1,013",857,798,735,561,461,397,309,249,205,162,113,63,66,35,64
서울특별시 서울특별시 구로구 (1153000000),"191,165","191,165",923,"1,072","1,005","1,057","1,093","1,182","1,136","1,283","1,373","1,312","1,390","1,435","1,369","1,503","1,321","1,401","1,488","1,427","1,427","1,543","1,541","1,682","1,928","2,191","2,216","2,489","2,745","2,960","3,250","3,356","3,368","3,368","3,393","3,199","3,134","3,127","2,972","2,857","2,833","2,791","3,011","3,177","3,227","3,109","3,097","2,683","2,742","2,743","2,702","3,035","3,135","3,235","3,248","3,217","3,033","2,995","2,932","2,817","2,910","2,910","2,699","2,949","3,057","3,170","2,811","2,829","2,682","2,556","2,504","2,283","1,998","2,073","1,605","1,677","1,771","1,705","1,668","1,388","1,060","1,089","1,037","1,134",885,669,613,547,385,326,273,178,123,102,61,46,42,36,13,5,4,5,9,"199,137","199,137",898,952,978,950,"1,009","1,076","1,125","1,203","1,342","1,298","1,316","1,524","1,353","1,385","1,290","1,386","1,498","1,350","1,236","1,455","1,563","1,698","1,838","2,504","2,746","2,880","3,242","3,116","3,339","3,283","3,311","3,453","3,468","3,118","2,961","2,929","2,785","2,674","2,585","2,608","2,818","2,977","2,990","2,996","2,972","2,567","2,675","2,687","2,628","2,986","3,110","3,114","3,236","3,238","3,212","3,310","3,025","2,796","2,985","3,015","2,799","3,172","3,232","3,528","3,343","3,115","3,028","2,802","3,120","2,661","2,401","2,455","1,815","1,941","2,000","1,842","1,886","1,550","1,301","1,307","1,247","1,416","1,124",947,863,769,646,571,469,424,277,245,192,155,134,85,80,48,29,16,40
서울특별시 서울특별시 금천구 (1154500000),"113,583","113,583",459,454,436,444,483,473,528,540,586,587,563,699,606,638,600,613,698,696,657,734,809,922,948,"1,312","1,444","1,742","2,085","2,289","2,584","2,697","2,717","2,715","2,502","2,230","2,041","1,979","1,767","1,720","1,613","1,526","1,670","1,701","1,718","1,633","1,596","1,344","1,479","1,322","1,499","1,626","1,757","1,782","1,899","1,846","1,867","1,936","1,733","1,850","1,919","1,954","1,804","2,042","2,001","2,108","2,015","1,781","1,658","1,502","1,565","1,288","1,125","1,191",916,974,918,913,874,756,626,593,571,645,516,363,376,301,220,171,141,98,66,63,43,36,19,9,11,3,2,4,8,"112,443","112,443",426,443,429,417,454,470,485,526,591,560,533,632,600,631,564,597,680,680,658,757,841,884,"1,117","1,523","1,804","1,975","2,436","2,483","2,549","2,450","2,348","2,258","2,080","1,812","1,595","1,526","1,470","1,325","1,310","1,260","1,363","1,403","1,411","1,376","1,378","1,193","1,296","1,303","1,402","1,498","1,653","1,749","1,799","1,884","1,902","1,896","1,924","1,839","1,926","1,921","1,751","2,022","2,038","2,139","2,003","1,843","1,730","1,607","1,647","1,543","1,266","1,309","1,016","1,062","1,098","1,001","1,084",894,756,737,680,831,676,549,518,426,328,321,301,239,195,137,105,81,59,55,33,19,14,11,24
서울특별시 서울특별시 영등포구 (1156000000),"182,172","182,172","1,034","1,051","1,061","1,045","1,110","1,107","1,151","1,183","1,260","1,242","1,174","1,232","1,101","1,096","1,100","1,156","1,270","1,160","1,151","1,327","1,445","1,403","1,634","1,975","2,199","2,572","3,070","3,404","3,840","4,218","4,186","4,248","4,173","3,650","3,673","3,431","3,206","3,138","3,086","3,009","2,965","3,214","3,090","2,906","2,813","2,380","2,497","2,504","2,381","2,671","2,696","2,811","2,982","2,869","2,907","2,838","2,563","2,577","2,642","2,635","2,434","2,691","2,662","2,675","2,535","2,376","2,321","2,048","2,197","1,892","1,521","1,737","1,281","1,332","1,366","1,305","1,342","1,056",923,885,819,977,765,624,615,497,387,345,317,204,160,104,82,64,34,37,21,7,6,4,12,"189,867","189,867",993,986,"1,021",953,"1,047","1,143","1,104","1,173","1,197","1,147","1,074","1,198","1,095","1,142","1,027","1,096","1,122","1,034","1,080","1,174","1,448","1,514","1,951","2,684","3,083","3,565","3,993","4,178","4,420","4,214","4,321","4,306","4,260","3,648","3,491","3,273","3,115","2,947","2,876","2,718","2,807","2,873","2,862","2,702","2,704","2,273","2,447","2,366","2,389","2,492","2,745","2,760","2,916","2,847","2,849","2,853","2,660","2,417","2,456","2,630","2,289","2,520","2,734","2,903","2,675","2,464","2,473","2,184","2,402","2,127","1,717","1,953","1,415","1,670","1,587","1,530","1,595","1,352","1,044","1,139","1,123","1,301","1,045",825,869,705,662,562,470,388,344,247,191,136,105,89,57,36,21,22,37
서울특별시 서울특별시 동작구 (1159000000),"181,684","181,684",823,818,835,895,975,997,"1,026","1,154","1,365","1,289","1,193","1,367","1,253","1,360","1,177","1,278","1,418","1,288","1,227","1,675","1,753","1,846","2,266","2,932","3,026","3,465","3,598","3,738","3,914","4,009","3,737","3,704","3,476","3,142","2,928","2,863","2,660","2,517","2,669","2,564","2,708","2,873","2,949","2,857","2,820","2,399","2,439","2,637","2,490","2,849","2,758","2,862","3,117","2,943","2,950","2,841","2,549","2,473","2,443","2,524","2,381","2,520","2,507","2,655","2,494","2,297","2,259","2,020","2,218","1,906","1,610","1,767","1,264","1,356","1,377","1,363","1,405","1,168",936,979,965,"1,100",902,667,582,524,415,343,273,197,151,102,76,56,47,38,22,15,6,9,11,"194,112","194,112",761,790,836,819,875,960,"1,066","1,149","1,260","1,238","1,151","1,273","1,184","1,259","1,165","1,152","1,264","1,256","1,278","1,611","2,021","2,175","2,581","3,283","3,418","3,722","3,966","3,971","3,835","3,746","3,613","3,549","3,374","2,981","2,829","2,670","2,651","2,613","2,466","2,499","2,698","2,869","2,865","2,745","2,817","2,406","2,613","2,538","2,660","2,798","2,931","3,039","3,124","3,116","3,065","3,067","2,907","2,539","2,696","2,736","2,582","2,734","2,910","3,075","2,905","2,722","2,653","2,442","2,585","2,244","1,932","2,151","1,676","1,758","1,822","1,753","1,814","1,619","1,251","1,269","1,128","1,318","1,081",929,884,737,671,625,484,427,321,280,184,171,128,100,79,42,30,20,37
서울특별시 서울특별시 관악구 (1162000000),"240,689","240,689",677,661,742,713,784,815,895,951,"1,100","1,073","1,077","1,140","1,174","1,157","1,139","1,256","1,358","1,289","1,315","1,745","2,113","2,216","2,907","3,956","4,584","5,703","6,952","7,528","7,838","7,904","7,471","7,045","6,407","5,423","4,641","4,257","3,859","3,567","3,397","3,202","3,430","3,488","3,595","3,525","3,350","2,887","2,969","2,977","3,083","3,285","3,470","3,521","3,730","3,569","3,469","3,298","3,050","2,983","3,065","3,075","2,849","3,162","3,076","3,222","2,978","2,851","2,706","2,476","2,626","2,245","1,928","2,178","1,738","1,806","1,833","1,727","1,780","1,448","1,196","1,235","1,146","1,428","1,124",838,767,600,491,373,296,224,155,112,72,49,36,23,20,9,4,3,9,"237,824","237,824",644,682,712,715,707,709,780,937,"1,006","1,014","1,012","1,114","1,140","1,101","1,072","1,152","1,293","1,242","1,361","1,828","2,334","2,725","3,601","4,946","5,912","6,806","7,543","7,361","7,090","6,700","6,005","5,698","4,893","4,105","3,647","3,226","3,034","2,858","2,769","2,593","2,885","2,912","3,029","2,889","2,909","2,547","2,642","2,623","2,763","3,016","3,129","3,217","3,401","3,312","3,238","3,382","3,211","2,818","3,078","3,019","2,876","3,290","3,349","3,635","3,499","3,078","3,142","2,937","3,139","2,834","2,440","2,585","2,086","2,150","2,233","2,193","2,214","1,865","1,507","1,573","1,473","1,675","1,424","1,066","1,003",877,722,602,494,411,323,259,185,178,118,107,67,45,20,19,44
서울특별시 서울특별시 서초구 (1165000000),"192,069","192,069",885,997,"1,087","1,136","1,300","1,453","1,568","1,776","1,929","2,029","2,161","2,356","2,370","2,439","2,200","2,395","2,290","2,205","2,037","2,119","2,142","1,956","2,005","2,274","2,216","2,347","2,476","2,655","2,682","2,841","2,819","2,812","2,862","2,656","2,540","2,480","2,473","2,389","2,482","2,619","2,953","3,164","3,338","3,401","3,491","3,060","3,314","3,274","3,393","3,529","3,612","3,725","3,752","3,671","3,477","3,163","2,760","2,534","2,495","2,600","2,331","2,351","2,308","2,320","2,238","2,235","2,212","2,003","2,087","1,858","1,627","1,681","1,228","1,334","1,377","1,394","1,322","1,190",958,959,900,971,759,593,534,421,402,306,277,188,150,122,61,48,54,39,23,10,13,10,11,"211,312","211,312",759,917,"1,065","1,081","1,127","1,312","1,530","1,688","2,011","1,997","2,002","2,301","2,238","2,374","2,197","2,294","2,377","2,107","1,952","2,241","2,014","2,009","2,155","2,582","2,614","2,664","2,793","2,973","3,021","3,126","3,033","3,157","3,215","2,834","2,868","2,983","3,009","3,009","3,037","3,133","3,553","3,748","4,047","4,018","4,140","3,632","3,871","3,774","3,665","3,903","3,956","3,829","3,744","3,736","3,347","3,141","3,042","2,365","2,681","2,696","2,509","2,488","2,652","2,699","2,685","2,523","2,546","2,403","2,568","2,135","2,070","2,094","1,421","1,601","1,681","1,642","1,628","1,402","1,132","1,027",943,"1,022",857,701,637,537,542,449,404,364,270,233,169,156,112,112,62,49,38,18,44
서울특별시 서울특별시 강남구 (1168000000),"259,080","259,080","1,103","1,174","1,184","1,269","1,522","1,673","1,941","2,151","2,441","2,749","2,912","3,306","3,487","3,522","3,180","3,412","3,607","3,080","2,949","3,073","2,871","2,483","2,627","3,068","2,870","3,145","3,219","3,476","3,771","4,077","4,147","4,111","3,986","3,855","3,553","3,450","3,296","3,355","3,362","3,466","3,960","4,159","4,473","4,488","4,820","4,375","4,573","4,655","4,717","4,901","4,829","5,045","5,109","4,853","4,674","4,109","3,582","3,300","3,434","3,335","3,174","3,103","3,057","3,081","2,868","2,787","2,911","2,639","2,670","2,464","2,176","2,398","1,671","1,754","1,813","1,883","1,812","1,622","1,267","1,289","1,104","1,214",961,771,688,578,481,359,312,206,174,140,85,77,63,29,30,22,11,6,16,"282,906","282,906","1,073","1,042","1,173","1,244","1,363","1,474","1,862","2,156","2,307","2,501","2,599","3,068","3,075","3,230","2,976","3,140","3,200","2,944","2,654","2,844","2,781","2,588","2,728","3,457","3,277","3,736","4,090","4,162","4,299","4,390","4,379","4,426","4,454","4,028","4,028","3,948","3,973","3,982","4,174","4,308","4,893","5,349","5,537","5,602","5,886","5,084","5,426","5,281","5,137","5,184","5,204","4,972","5,014","4,725","4,440","4,036","3,866","3,097","3,506","3,552","3,269","3,207","3,332","3,523","3,419","3,314","3,435","3,268","3,459","2,950","2,830","2,939","1,885","2,174","2,261","2,106","2,124","1,844","1,374","1,357","1,233","1,244","1,107",926,741,729,672,538,530,459,342,296,260,205,190,128,102,74,45,26,65
서울특별시 서울특별시 송파구 (1171000000),"311,961","311,961","1,443","1,578","1,907","1,852","2,150","2,204","2,471","2,891","2,895","2,888","2,810","3,121","3,041","3,018","2,806","2,889","3,010","2,828","2,658","2,951","3,041","2,908","3,214","3,693","3,590","3,766","4,356","4,589","5,135","5,311","5,415","5,542","5,292","5,007","4,921","4,961","4,702","4,569","4,684","4,694","5,191","5,546","5,671","5,446","5,326","4,564","4,787","4,678","4,759","5,104","4,878","5,126","5,299","5,295","4,976","4,879","4,540","4,347","4,389","4,380","4,198","4,527","4,483","4,601","4,313","4,116","4,221","3,713","3,924","3,478","2,944","3,222","2,269","2,352","2,405","2,194","2,261","1,863","1,450","1,418","1,269","1,370","1,135",780,703,580,510,409,334,260,189,138,80,73,65,42,40,19,7,6,18,"337,535","337,535","1,403","1,532","1,756","1,818","1,912","2,054","2,261","2,574","2,779","2,718","2,661","3,070","2,854","2,882","2,777","2,736","3,003","2,722","2,597","2,790","2,887","2,788","3,205","4,255","4,339","4,705","5,267","5,516","5,820","5,815","6,009","5,885","6,021","5,376","5,298","5,265","5,064","5,130","5,125","5,259","5,626","6,000","5,950","5,942","5,917","4,917","5,099","4,836","4,871","5,161","5,399","5,567","5,712","5,505","5,348","5,278","5,064","4,393","4,806","4,816","4,492","4,843","5,164","5,434","5,112","4,593","4,744","4,301","4,637","3,937","3,368","3,475","2,339","2,576","2,481","2,435","2,380","1,992","1,567","1,533","1,402","1,545","1,298","1,086",977,858,785,706,674,542,486,395,319,228,218,160,96,89,44,28,61
서울특별시 서울특별시 강동구 (1174000000),"222,783","222,783","1,057","1,264","1,403","1,367","1,484","1,582","1,710","1,904","2,059","2,079","1,959","2,210","2,131","2,130","2,001","2,133","2,247","1,972","1,830","1,915","2,046","2,011","2,162","2,574","2,482","2,659","2,924","3,178","3,425","3,621","3,438","3,684","3,574","3,339","3,268","3,335","3,206","3,215","3,309","3,285","3,672","3,783","4,208","3,936","3,827","3,473","3,464","3,419","3,391","3,574","3,519","3,670","3,824","3,585","3,450","3,542","3,167","3,157","3,176","3,175","3,089","3,371","3,391","3,651","3,406","3,200","3,152","2,831","2,951","2,642","2,287","2,433","1,713","1,761","1,773","1,735","1,691","1,412","1,100","1,070",947,"1,069",810,648,535,433,355,298,232,162,132,95,61,38,47,27,19,9,5,4,14,"233,591","233,591","1,041","1,208","1,269","1,319","1,404","1,423","1,582","1,737","1,908","1,949","1,809","2,008","1,848","1,925","1,811","1,886","1,889","1,731","1,607","1,821","1,914","1,927","2,068","2,775","2,804","3,148","3,443","3,658","3,750","3,679","3,617","3,781","3,665","3,399","3,357","3,348","3,314","3,263","3,281","3,485","3,679","4,091","4,177","4,048","4,072","3,366","3,495","3,287","3,281","3,549","3,720","3,697","3,636","3,784","3,590","3,676","3,483","3,179","3,303","3,617","3,237","3,733","3,863","4,214","3,922","3,574","3,591","3,382","3,465","3,098","2,518","2,781","1,826","1,910","1,998","1,873","1,929","1,489","1,173","1,169","1,125","1,284","1,000",791,763,716,599,517,506,412,318,289,226,179,170,119,80,54,32,24,61
